Time in Seconds,Acceleration_Z,OrientSensor_Azimuth,OrientSensor_Pitch,OrientSensor_Roll,FusedOrientation_Azimuth,FusedOrientation_Pitch,FusedOrientation_Roll,AccelOrient_Azimuth,AccelOrient_Pitch,AccelOrient_Roll
00:00.6,7.501499,318.4795,23.277636,28.0102,0,0,0,-73.00197709,24.13809856,-64.45193946
00:00.6,7.501499,318.4795,23.277636,28.0102,0,0,0,-73.00197709,24.13809856,-64.45193946
00:00.7,7.501499,318.4795,23.277636,28.0102,0,0,0,-73.00197709,24.13809856,-64.45193946
00:00.7,7.501499,318.4795,23.277636,28.0102,0,0,0,-73.00197709,24.13809856,-64.45193946
00:00.7,9.960723,319.2519,26.737255,37.581326,0,0,0,-59.33149007,11.11198353,-59.79713822
00:00.7,9.960723,319.2519,26.737255,37.581326,0,0,0,-59.33149007,11.11198353,-59.79713822
00:00.7,9.960723,319.2519,26.737255,37.581326,0,0,0,-59.33149007,11.11198353,-59.79713822
00:00.7,9.960723,319.2519,26.737255,37.581326,0,0,0,-59.33149007,11.11198353,-59.79713822
00:00.7,9.960723,319.2519,26.737255,37.581326,0,0,0,-59.33149007,11.11198353,-59.79713822
00:00.7,9.960723,319.2519,26.737255,37.581326,0,0,0,-59.33149007,11.11198353,-59.79713822
00:00.7,11.400603,321.3483,30.023098,47.24463,0,0,0,-58.8792974,16.43954987,-63.015216
00:00.7,11.400603,321.3483,30.023098,47.24463,0,0,0,-58.8792974,16.43954987,-63.015216
00:00.7,11.400603,321.3483,30.023098,47.24463,0,0,0,-58.8792974,16.43954987,-63.015216
00:00.7,11.400603,321.3483,30.023098,47.24463,0,0,0,-58.8792974,16.43954987,-63.015216
00:00.7,11.400603,321.3483,30.023098,47.24463,0,0,0,-58.8792974,16.43954987,-63.015216
00:00.7,11.400603,321.3483,30.023098,47.24463,0,0,0,-58.8792974,16.43954987,-63.015216
00:00.7,15.583856,326.61417,30.455877,56.110245,0,0,0,-43.20334048,17.77105598,-55.74580468
00:00.7,15.583856,326.61417,30.455877,56.110245,0,0,0,-43.20334048,17.77105598,-55.74580468
00:00.7,15.583856,326.61417,30.455877,56.110245,0,0,0,-43.20334048,17.77105598,-55.74580468
00:00.7,15.583856,326.61417,30.455877,56.110245,0,0,0,-43.20334048,17.77105598,-55.74580468
00:00.7,15.583856,326.61417,30.455877,56.110245,0,0,0,-43.20334048,17.77105598,-55.74580468
00:00.7,19.18625,326.61417,30.455877,56.110245,0,0,0,9.023224601,20.79819752,-48.9817215
00:00.7,19.18625,337.3242,24.837404,64.335594,0,0,0,9.023224601,20.79819752,-48.9817215
00:00.7,19.18625,337.3242,24.837404,64.335594,0,0,0,9.023224601,20.79819752,-48.9817215
00:00.7,19.18625,337.3242,24.837404,64.335594,0,0,0,9.023224601,20.79819752,-48.9817215
00:00.7,19.18625,337.3242,24.837404,64.335594,0,0,0,9.023224601,20.79819752,-48.9817215
00:00.7,19.18625,337.3242,24.837404,64.335594,0,0,0,9.023224601,20.79819752,-48.9817215
00:00.7,23.214567,358.87415,7.0448008,72.10383,0,0,0,77.27284657,23.21906757,-39.66922644
00:00.7,23.214567,358.87415,7.0448008,72.10383,0,0,0,77.27284657,23.21906757,-39.66922644
00:00.7,23.214567,358.87415,7.0448008,72.10383,0,0,0,77.27284657,23.21906757,-39.66922644
00:00.7,23.214567,358.87415,7.0448008,72.10383,0,0,0,77.27284657,23.21906757,-39.66922644
00:00.8,23.214567,358.87415,7.0448008,72.10383,0,0,0,77.27284657,23.21906757,-39.66922644
00:00.8,23.214567,358.87415,7.0448008,72.10383,0,0,0,77.27284657,23.21906757,-39.66922644
00:00.8,24.064018,46.172794,-38.14844,76.62609,0,0,0,94.3358544,24.85219483,-32.92407654
00:00.8,24.064018,46.172794,-38.14844,76.62609,0,0,0,94.3358544,24.85219483,-32.92407654
00:00.8,24.064018,46.172794,-38.14844,76.62609,0,0,0,94.3358544,24.85219483,-32.92407654
00:00.8,24.064018,46.172794,-38.14844,76.62609,0,0,0,94.3358544,24.85219483,-32.92407654
00:00.8,24.064018,46.172794,-38.14844,76.62609,0,0,0,94.3358544,24.85219483,-32.92407654
00:00.8,20.288744,94.28767,-85.38021,70.28648,0,0,0,104.1716615,25.98671999,-30.44848472
00:00.8,20.288744,94.28767,-85.38021,70.28648,0,0,0,104.1716615,25.98671999,-30.44848472
00:00.8,20.288744,94.28767,-85.38021,70.28648,0,0,0,104.1716615,25.98671999,-30.44848472
00:00.8,20.288744,94.28767,-85.38021,70.28648,0,0,0,104.1716615,25.98671999,-30.44848472
00:00.8,16.966309,113.78641,-104.6332,58.05431,0,0,0,107.8592396,25.47934451,-27.21583814
00:00.8,16.966309,113.78641,-104.6332,58.05431,0,0,0,107.8592396,25.47934451,-27.21583814
00:00.8,16.966309,113.78641,-104.6332,58.05431,0,0,0,107.8592396,25.47934451,-27.21583814
00:00.8,16.966309,113.78641,-104.6332,58.05431,0,0,0,107.8592396,25.47934451,-27.21583814
00:00.8,16.966309,113.78641,-104.6332,58.05431,0,0,0,107.8592396,25.47934451,-27.21583814
00:00.8,14.787644,122.563736,-113.45811,44.79122,0,0,0,111.1967433,24.07219235,-23.8449622
00:00.8,14.787644,122.563736,-113.45811,44.79122,0,0,0,111.1967433,24.07219235,-23.8449622
00:00.8,14.787644,122.563736,-113.45811,44.79122,0,0,0,111.1967433,24.07219235,-23.8449622
00:00.8,14.787644,122.563736,-113.45811,44.79122,0,0,0,111.1967433,24.07219235,-23.8449622
00:00.8,14.787644,122.563736,-113.45811,44.79122,0,0,0,111.1967433,24.07219235,-23.8449622
00:00.8,14.787644,122.563736,-113.45811,44.79122,0,0,0,111.1967433,24.07219235,-23.8449622
00:00.8,14.469996,122.563736,-113.45811,44.79122,0,0,0,113.2050716,23.47220975,-15.90784696
00:00.8,14.469996,127.63899,-118.94971,31.420746,0,0,0,113.2050716,23.47220975,-15.90784696
00:00.8,14.469996,127.63899,-118.94971,31.420746,0,0,0,113.2050716,23.47220975,-15.90784696
00:00.8,14.469996,127.63899,-118.94971,31.420746,0,0,0,113.2050716,23.47220975,-15.90784696
00:00.8,14.469996,127.63899,-118.94971,31.420746,0,0,0,113.2050716,23.47220975,-15.90784696
00:00.8,14.469996,127.63899,-118.94971,31.420746,0,0,0,113.2050716,23.47220975,-15.90784696
00:00.9,13.962718,131.45667,-123.51794,17.903442,0,0,0,116.3492536,24.08056787,-2.810859979
00:00.9,13.962718,131.45667,-123.51794,17.903442,0,0,0,116.3492536,24.08056787,-2.810859979
00:00.9,13.962718,131.45667,-123.51794,17.903442,0,0,0,116.3492536,24.08056787,-2.810859979
00:00.9,13.962718,131.45667,-123.51794,17.903442,0,0,0,116.3492536,24.08056787,-2.810859979
00:00.9,13.962718,131.45667,-123.51794,17.903442,0,0,0,116.3492536,24.08056787,-2.810859979
00:00.9,13.962718,131.45667,-123.51794,17.903442,0,0,0,116.3492536,24.08056787,-2.810859979
00:00.9,11.052447,134.50359,-127.669655,4.5282507,0,0,0,123.0251488,27.64415589,7.425575052
00:00.9,11.052447,134.50359,-127.669655,4.5282507,0,0,0,123.0251488,27.64415589,7.425575052
00:00.9,11.052447,134.50359,-127.669655,4.5282507,0,0,0,123.0251488,27.64415589,7.425575052
00:00.9,11.052447,134.50359,-127.669655,4.5282507,0,0,0,123.0251488,27.64415589,7.425575052
00:00.9,11.052447,134.50359,-127.669655,4.5282507,0,0,0,123.0251488,27.64415589,7.425575052
