Time in Seconds,Acceleration_Z,OrientSensor_Azimuth,OrientSensor_Pitch,OrientSensor_Roll,FusedOrientation_Azimuth,FusedOrientation_Pitch,FusedOrientation_Roll,AccelOrient_Azimuth,AccelOrient_Pitch,AccelOrient_Roll
00:00.1,0,0,0,0,0,0,0,0,0,0
00:00.1,0,0,0,0,0,0,0,0,0,0
00:00.1,0,0,0,0,0,0,0,0,0,0
00:00.1,0,0,0,0,0,0,0,0,0,0
00:00.1,0,0,0,0,0,0,0,0,0,0
00:00.1,0,0,0,0,0,0,0,0,0,0
00:00.1,0,0,0,0,0,0,0,0,0,0
00:00.1,0,0,0,0,0,0,0,0,0,0
00:00.1,0,0,0,0,0,0,0,0,0,0
00:00.1,0,0,0,0,0,0,0,0,0,0
00:00.1,0,0,0,0,0,0,0,0,0,0
00:00.1,0,0,0,0,0,0,0,0,0,0
00:00.2,0,0,0,0,0,0,0,0,0,0
00:00.2,0,0,0,0,0,0,0,0,0,0
00:00.2,8.102695,0,0,0,0,0,0,-47.13656639,-28.58423752,11.10642205
00:00.2,8.102695,0,0,0,0,0,0,-47.13656639,-28.58423752,11.10642205
00:00.2,8.102695,0,0,0,0,0,0,-47.13656639,-28.58423752,11.10642205
00:00.2,8.102695,0,0,0,0,0,0,-47.13656639,-28.58423752,11.10642205
00:00.2,8.102695,0,0,0,0,0,0,-47.13656639,-28.58423752,11.10642205
00:00.2,8.102695,0,0,0,0,0,0,-47.13656639,-28.58423752,11.10642205
00:00.2,8.102695,0,0,0,0,0,0,-47.13656639,-28.58423752,11.10642205
00:00.2,8.102695,0,0,0,0,0,0,-47.13656639,-28.58423752,11.10642205
00:00.2,8.102695,0,0,0,0,0,0,-47.13656639,-28.58423752,11.10642205
00:00.2,8.102695,0,0,0,0,0,0,-47.13656639,-28.58423752,11.10642205
00:00.2,8.102695,0,0,0,0,0,0,-47.13656639,-28.58423752,11.10642205
00:00.2,8.102695,0,0,0,0,0,0,-47.13656639,-28.58423752,11.10642205
00:00.2,8.102695,0,0,0,0,0,0,-47.13656639,-28.58423752,11.10642205
00:00.2,8.102695,0,0,0,0,0,0,-47.13656639,-28.58423752,11.10642205
00:00.2,8.102695,0,0,0,0,0,0,-47.13656639,-28.58423752,11.10642205
00:00.2,8.102695,0,0,0,0,0,0,-47.13656639,-28.58423752,11.10642205
00:00.2,8.102695,0,0,0,0,0,0,-47.13656639,-28.58423752,11.10642205
00:00.2,13.52543,291.24805,-25.903593,-1.9390159,0,0,0,-87.64870988,-9.506533056,1.12752464
00:00.3,13.52543,291.24805,-25.903593,-1.9390159,0,0,0,-87.64870988,-9.506533056,1.12752464
00:00.3,13.52543,291.24805,-25.903593,-1.9390159,0,0,0,-87.64870988,-9.506533056,1.12752464
00:00.3,15.346368,291.62524,-24.566769,-0.9707605,0,0,0,-91.29021841,-5.138708617,3.757890254
00:00.3,15.346368,291.62524,-24.566769,-0.9707605,0,0,0,-91.29021841,-5.138708617,3.757890254
00:00.3,15.346368,291.62524,-24.566769,-0.9707605,0,0,0,-91.29021841,-5.138708617,3.757890254
00:00.3,11.895918,292.58005,-24.603207,0.2135805,0,0,0,-65.73871295,-12.13654948,14.59213396
00:00.3,11.895918,292.58005,-24.603207,0.2135805,0,0,0,-65.73871295,-12.13654948,14.59213396
00:00.3,10.99502,294.06,-25.360888,1.3477966,0,0,0,-72.91165467,-7.793252673,18.26457642
